iso_code,location,date,new_deaths,new_cases,new_tests,new_vaccinations,new_cases_per_thousand,new_tests_per-thousand,new_vaccinations_per_thousand,stringency_index
JPN,Japan,5/3/2021,49,4475,44186,7729,4.475,44.186,7.729,49.07
JPN,Japan,5/4/2021,50,4197,27746,8564,4.197,27.746,8.564,49.07
JPN,Japan,5/5/2021,60,4068,67085,10017,4.068,67.085,10.017,49.07
JPN,Japan,5/6/2021,65,4383,89586,379182,4.383,89.586,379.182,49.07
JPN,Japan,5/7/2021,146,6046,109758,188103,6.046,109.758,188.103,49.07
JPN,Japan,5/8/2021,84,7249,71001,63216,7.249,71.001,63.216,49.07
JPN,Japan,5/9/2021,64,6578,41338,77310,6.578,41.338,77.31,49.07
JPN,Japan,5/10/2021,71,4857,130677,340351,4.857,130.677,340.351,49.07
JPN,Japan,5/11/2021,114,6360,97038,320942,6.36,97.038,320.942,49.07
JPN,Japan,5/12/2021,103,7521,87073,370399,7.521,87.073,370.399,49.07
JPN,Japan,5/13/2021,101,6367,122502,404269,6.367,122.502,404.269,49.07
JPN,Japan,5/14/2021,81,6288,99676,400881,6.288,99.676,400.881,49.07
JPN,Japan,5/15/2021,94,6331,66868,158695,6.331,66.868,158.695,49.07
JPN,Japan,5/16/2021,47,5265,35948,202965,5.265,35.948,202.965,49.07
JPN,Japan,5/17/2021,116,3738,95425,589003,3.738,95.425,589.003,49.07
JPN,Japan,5/18/2021,216,5204,86352,541496,5.204,86.352,541.496,49.07
JPN,Japan,5/19/2021,97,5854,149234,614058,5.854,149.234,614.058,49.07
JPN,Japan,5/20/2021,106,5710,97287,517838,5.71,97.287,517.838,49.07
JPN,Japan,5/21/2021,113,5254,117145,554760,5.254,117.145,554.76,49.07
JPN,Japan,5/22/2021,84,4985,66583,310859,4.985,66.583,310.859,49.07
JPN,Japan,5/23/2021,62,4045,35263,343376,4.045,35.263,343.376,49.07
JPN,Japan,5/24/2021,86,2743,91616,768193,2.743,91.616,768.193,49.07
JPN,Japan,5/25/2021,106,3918,70045,643606,3.918,70.045,643.606,49.07
JPN,Japan,5/26/2021,116,4485,87089,704291,4.485,87.089,704.291,49.07
JPN,Japan,5/27/2021,118,4163,116584,716395,4.163,116.584,716.395,49.07
JPN,Japan,5/28/2021,95,3701,118523,709290,3.701,118.523,709.29,49.07
JPN,Japan,5/29/2021,91,3604,57084,512316,3.604,57.084,512.316,49.07
JPN,Japan,5/30/2021,49,2853,30097,516374,2.853,30.097,516.374,49.07
JPN,Japan,5/31/2021,80,1796,83703,876306,1.796,83.703,876.306,49.07
JPN,Japan,6/1/2021,101,2641,67394,869546,2.641,67.394,869.546,49.07
JPN,Japan,6/2/2021,113,3036,76590,917609,3.036,76.59,917.609,49.07
JPN,Japan,6/3/2021,111,2848,176379,903845,2.848,176.379,903.845,49.07
JPN,Japan,6/4/2021,86,2577,98297,881614,2.577,98.297,881.614,49.07
JPN,Japan,6/5/2021,64,2663,54184,711938,2.663,54.184,711.938,49.07
JPN,Japan,6/6/2021,50,2027,26466,724889,2.027,26.466,724.889,49.07
JPN,Japan,6/7/2021,75,1205,75134,1041687,1.205,75.134,1041.687,55.09
JPN,Japan,6/8/2021,99,1883,62141,1051513,1.883,62.141,1051.513,55.09
JPN,Japan,6/9/2021,96,2245,63215,1092722,2.245,63.215,1092.722,55.09
JPN,Japan,6/10/2021,71,2044,74713,1061861,2.044,74.713,1061.861,55.09
JPN,Japan,6/11/2021,64,1936,99850,1043148,1.936,99.85,1043.148,55.09
JPN,Japan,6/12/2021,55,1947,51297,889236,1.947,51.297,889.236,55.09
JPN,Japan,6/13/2021,32,1384,25059,887429,1.384,25.059,887.429,55.09
JPN,Japan,6/14/2021,60,941,60314,1161756,0.941,60.314,1161.756,55.09
JPN,Japan,6/15/2021,67,1414,61213,1162522,1.414,61.213,1162.522,55.09
JPN,Japan,6/16/2021,80,1717,65986,1202895,1.717,65.986,1202.895,55.09
JPN,Japan,6/17/2021,47,1545,70606,1210624,1.545,70.606,1210.624,55.09
JPN,Japan,6/18/2021,48,1636,69009,1152721,1.636,69.009,1152.721,55.09
JPN,Japan,6/19/2021,28,1507,43013,1035752,1.507,43.013,1035.752,55.09
JPN,Japan,6/20/2021,20,1318,31414,1047545,1.318,31.414,1047.545,55.09
JPN,Japan,6/21/2021,35,864,58844,1257001,0.864,58.844,1257.001,53.24
JPN,Japan,6/22/2021,43,1443,52614,1258745,1.443,52.614,1258.745,53.24
JPN,Japan,6/23/2021,58,1778,62348,1299619,1.778,62.348,1299.619,53.24
JPN,Japan,6/24/2021,42,1665,60420,1286792,1.665,60.42,1286.792,53.24
JPN,Japan,6/25/2021,31,1727,89659,1314877,1.727,89.659,1314.877,53.24
JPN,Japan,6/26/2021,29,1626,43145,1184117,1.626,43.145,1184.117,53.24
JPN,Japan,6/27/2021,10,1272,21138,1184712,1.272,21.138,1184.712,53.24
JPN,Japan,6/28/2021,38,1007,62615,1272917,1.007,62.615,1272.917,53.24
JPN,Japan,6/29/2021,30,1401,61916,1288180,1.401,61.916,1288.18,53.24
JPN,Japan,6/30/2021,41,1820,67576,1280465,1.82,67.576,1280.465,53.24
JPN,Japan,7/1/2021,24,1733,77063,1054779,1.733,77.063,1054.779,53.24
JPN,Japan,7/2/2021,25,1774,67044,977859,1.774,67.044,977.859,53.24
